Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,Query prompt,Query interface,SG Mandatory,,ADIT exists,User full view,Metabolomics,Metabolites,SENCI,Fragment library,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,ADIT auto insert,Example,Prompt,Interface,bmrbPdbMatchID,bmrbPdbTransFunc,STAR flag,DB flag,SfNamelFlg,Sf category flag,Sf pointer,Natural primary key,Natural foreign key,Redundant keys,Parent tag,public,internal,small molecule,small molecule,metabolomics,Entry completeness,Overide public,internal,small molecule,small molecule,metabolomic,metabolomic,default value,Adit form code,Tag category,Tag field,Local key,Datum count flag,NEF equivalent,mmCIF equivalent,Meta data,Tag delete,BMRB data type,STAR vs Curated DB,Key group,Reference table,Reference column,Dictionary description,variableTypeMatch,entryIdFlg,outputMapExistsFlg,lclSfIdFlg,Met ADIT category view name,Met Example,Met Prompt,Met Description,SM Struct ADIT-NMR category view name,SM Struct Example,SM Struct Prompt,SM Struct Description,Met default value,SM default value
410,entry_interview,Y,R,1,entry_information,8,Entry interview,_Entry_interview.DD_cross_correlation,,,,,,Y,H,,M,,,N,,,,,,DD cross correlation,BOOLEAN,,Y,,,N,N,,,,,,,,,N,410,,,,,,0,no,Dipole-dipole cross correlation data,Check this box$ if you are submitting dipole-dipole cross correlation relaxation data.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,no,5,Entry_interview,DD_cross_correlation,?,?,N,,Y,N,yes_no,,,,,Flag indicating that cross correlation relaxation values are being deposited.,,N,,?,,,,,,,,?,?,?
420,entry_interview,Y,R,1,entry_information,8,Entry interview,_Entry_interview.Dipole_CSA_cross_correlation,,,,,,Y,H,,M,,,N,,,,,,Dipole CSA cross correlation,BOOLEAN,,Y,,,N,N,,,,,,,,,N,420,,,,,,0,no,Dipole-CSA cross correlation data,Check this box$ if you are submitting dipole-Chemical shift anisotropy cross correlation relaxation data.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,no,5,Entry_interview,Dipole_CSA_cross_correlation,?,?,N,,Y,N,yes_no,,,,,Flag indicating that dipole-Chemical shift anisotropy cross correlation relaxation data are being deposited.,,N,,?,,,,,,,,?,?,?
430,entry_interview,Y,R,1,entry_information,8,Entry interview,_Entry_interview.Binding_constants,,,,,,Y,H,,M,,,N,,,,,,Binding constants,BOOLEAN,,Y,,,N,N,,,,,,,,,N,430,,,,,,0,no,Binding constants,Check this box$ if you are submitting binding constant data.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,no,5,Entry_interview,Binding_constants,?,?,N,,Y,N,yes_no,,,,,Flag indicating that binding constant values are being deposited.,,N,,?,,,,,,,,?,?,?
440,entry_interview,Y,R,1,entry_information,8,Entry interview,_Entry_interview.PKa_value_data_set,,,,,,Y,H,,B,,,N,,,,,,PKa value data set,BOOLEAN,,Y,,,N,N,,,,,,,,,N,440,,,,,,0,no,NMR-derived pH transitions (pKa's; pHmid's),Check this box$ if you are depositing pKa or pHmid values.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,no,5,Entry_interview,PKa_value_data_set,?,?,N,,Y,N,yes_no,,,,,Flag indicating that pKa values are being deposited.,,N,,?,,,,,,,,?,?,?
450,entry_interview,Y,R,1,entry_information,8,Entry interview,_Entry_interview.D_H_fractionation_factors,,,,,,Y,H,,M,,,N,,,,,,D H fractionation factors,BOOLEAN,,Y,,,N,N,,,,,,,,,N,450,,,,,,0,no,NMR-derived D/H fractionation factors,If you are submitting deuterium/hydrogen fractionation factor data$ check this box.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,no,5,Entry_interview,D_H_fractionation_factors,?,?,N,,Y,N,yes_no,,,,,Flag indicating that deuterium-hydrogen fractionation factor values are being deposited.,,N,,?,,,,,,,,?,?,?
460,entry_interview,Y,R,1,entry_information,8,Entry interview,_Entry_interview.Theoretical_chem_shifts,,,,,,Y,H,,B,,,N,,,,,,Theoretical chem shifts,BOOLEAN,,Y,,,N,N,,,,,,,,,N,460,,,,,,0,no,Theoretical (calculated) chemical shift values,Check this box$ if you are depositing theoretical chemical shift values (calculated values not ones determined by experiment using a biopolymer sample).,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,no,5,Entry_interview,Theoretical_chem_shifts,?,?,N,,Y,N,yes_no,,,,,Flag indicating that theoretical chamical shift values are being deposited.,,N,,?,,,,,,,,?,?,?
470,entry_interview,Y,R,1,entry_information,8,Entry interview,_Entry_interview.Theoretical_coupling_constants,,,,,,Y,H,,B,,,N,,,,,,Theoretical coupling constants,BOOLEAN,,Y,,,N,N,,,,,,,,,N,470,,,,,,0,no,Theoretical coupling constants,Check this box$ if you are depositing theoretical coupling constant values.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,no,5,Entry_interview,Theoretical_coupling_constants,?,?,N,,Y,N,yes_no,,,,,Flag indicating that theoretical coupling constant values are being deposited.,,N,,?,,,,,,,,?,?,?
480,entry_interview,Y,R,1,entry_information,8,Entry interview,_Entry_interview.Theoretical_heteronucl_NOEs,,,,,,Y,H,,M,,,N,,,,,,Theoretical heteronucl NOEs,BOOLEAN,,Y,,,N,N,,,,,,,,,N,480,,,,,,0,no,Theoretical heteronuclear NOEs,Check this box$ if you are depositing theoretical heteronuclear NOE values.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,no,5,Entry_interview,Theoretical_heteronucl_NOEs,?,?,N,,Y,N,yes_no,,,,,Flag indicating that theoretical heteronuclear NOE values are being deposited.,,N,,?,,,,,,,,?,?,?
490,entry_interview,Y,R,1,entry_information,8,Entry interview,_Entry_interview.Theoretical_T1_relaxation,,,,,,Y,H,,M,,,N,,,,,,Theoretical T1 relaxation,BOOLEAN,,Y,,,N,N,,,,,,,,,N,490,,,,,,0,no,Theoretical T1 values,Check this box$ if you are depositing theoretical T1(R1) values.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,no,5,Entry_interview,Theoretical_T1_relaxation,?,?,N,,Y,N,yes_no,,,,,Flag indicating that theoretical T1 (R1) values are being deposited.,,N,,?,,,,,,,,?,?,?
500,entry_interview,Y,R,1,entry_information,8,Entry interview,_Entry_interview.Theoretical_T2_relaxation,,,,,,Y,H,,M,,,N,,,,,,Theoretical T2 relaxation,BOOLEAN,,Y,,,N,N,,,,,,,,,N,500,,,,,,0,no,Theoretical T2 values,Check this box$ if you are depositing theoretical T2(R2) values.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,no,5,Entry_interview,Theoretical_T2_relaxation,?,?,N,,Y,N,yes_no,,,,,Flag indicating that theoretical T2 (R2) values are being deposited.,,N,,?,,,,,,,,?,?,?
510,entry_interview,Y,R,1,entry_information,8,Entry interview,_Entry_interview.Theoretical_auto_relaxation,,,,,,Y,H,,M,,,N,,,,,,Theoretical auto relaxation,BOOLEAN,,Y,,,N,N,,,,,,,,,N,510,,,,,,0,no,Theoretical auto relaxation parameters,Check this box$ if you are submitting one or more sets of theoretical auto relaxation values.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,no,5,Entry_interview,Theoretical_auto_relaxation,?,?,N,,Y,N,yes_no,,,,,Flag indicating that theoretical auto relaxation data are being deposited.,,N,,?,,,,,,,,?,?,?
520,entry_interview,Y,R,1,entry_information,8,Entry interview,_Entry_interview.Theoretical_DD_cross_correlation,,,,,,Y,H,,M,,,N,,,,,,Theoretical DD cross correlation,BOOLEAN,,Y,,,N,N,,,,,,,,,N,520,,,,,,0,no,Theoretical dipole-dipole cross correlation data,Check this box$ if you are submitting theoretical dipole-dipole cross correlation relaxation data.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,no,5,Entry_interview,Theoretical_DD_cross_correlation,?,?,N,,Y,N,yes_no,,,,,Flag indicating that theoretical cross correlation relaxation values are being deposited.,,N,,?,,,,,,,,?,?,?
530,entry_interview,Y,R,1,entry_information,8,Entry interview,_Entry_interview.Spectral_density_values,,,,,,Y,H,,M,,,N,,,,,,Spectral density values,BOOLEAN,,Y,,,N,N,,,,,,,,,N,530,,,,,,0,no,Spectral density factors,Check this box$ if you are submitting one or more spectral density factor data sets.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,no,5,Entry_interview,Spectral_density_values,?,?,N,,Y,N,yes_no,,,,,Flag indicating that spectral density values are being deposited.,,N,,?,,,,,,,,?,?,?
540,entry_interview,Y,R,1,entry_information,8,Entry interview,_Entry_interview.Timedomain_data,,,,,,Y,H,,B,,,N,,,,,,Timedomain data,BOOLEAN,,Y,,,N,N,,,,,,,,,N,540,,,,,,0,no,Time-domain data (raw spectral data),If you are submitting time-domain data files (raw spectral data)$ check this box.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,no,5,Entry_interview,Timedomain_data,?,?,N,,Y,N,yes_no,,,,,Flag indicating that time domain spectral data are being deposited.,,N,,?,,,,,,,,?,?,?
550,entry_interview,Y,R,1,entry_information,8,Entry interview,_Entry_interview.Secondary_structure_orientations,,,,,,Y,H,,M,,,N,,,,,,Secondary structure orientations,BOOLEAN,,Y,,,N,N,,,,,,,,,N,550,,,,,,0,no,Secondary structure features,Check this box$ if you want to describe secondary structure features derived from experimental data.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,no,5,Entry_interview,Secondary_structure_orientations,?,?,N,,Y,N,yes_no,,,,,Flag indicating that secondary structure orientation data are being deposited.,,N,,?,,,,,,,,?,?,?
560,entry_interview,Y,R,1,entry_information,8,Entry interview,_Entry_interview.Metabolite_coordinates,,,,,,Y,H,,B,,,N,,,,,,Metabolite coordinates,BOOLEAN,,Y,,,N,N,,,,,,,,,N,560,,,,,,0,no,Atomic coordinates,Check this box$ if you are depositing atomic coordinates for the metabolite.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,no,5,Entry_interview,Metabolite_coordinates,?,?,N,,Y,N,yes_no,,,,,Flag indicating that atomic coordinates for a metabolic compound are being deposited.,,N,,?,,,,,,,,?,?,?
570,entry_interview,Y,R,1,entry_information,8,Entry interview,_Entry_interview.Mass_spec_data,,,,,,Y,H,,B,,,N,,,,,,Mass spec data,BOOLEAN,,Y,,,N,N,,,,,,,,,N,570,,,,,,0,no,Mass spectrometry data,Check this item if you are depositing mass spectral data for a compound.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,no,5,Entry_interview,Mass_spec_data,?,?,N,,Y,N,yes_no,,,,,Flag indicating that mass spectral data are being deposited.,,N,,?,,,,,,,,?,?,?
580,entry_interview,Y,R,1,entry_information,8,Entry interview,_Entry_interview.Other_kind_of_data,,,,,,Y,H,,B,,,N,,,,,,Other kind of data,BOOLEAN,,Y,,,N,N,,,,,,,,,N,580,,,,,,0,no,Other kinds of data,Check this box$ if you are depositing data that is not described by any of the above selections.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,no,5,Entry_interview,Other_kind_of_data,?,?,N,,Y,N,yes_no,,,,,Flag indicating that data of a kind not listed in the selections shown in the deposition interface are being deposited.,,N,,?,,,,,,,,?,?,?
590,deposited_data_files,N,R,1,entry_information,9,Deposited data files,_Deposited_data_files.Sf_category,,,,,,Y,H,,B,,,N,,,,,,Sf category,VARCHAR(127),NOT NULL,Y,,,N,N,,,,,,,,,N,590,,,,,,1,?,n/a,Category assigned to the information in the saveframe.,?,?,Y,Y,N,Y,N,,,,?,I,V,,,,,I,I,,,,,?,0,Deposited_data_files,Sf_category,?,?,N,,Y,N,code,,,,,Category assigned to the information in the saveframe.,,N,,?,,,,,,,,?,?,?
600,deposited_data_files,N,R,1,entry_information,9,Deposited data files,_Deposited_data_files.Sf_framecode,,,,,,Y,H,,B,,,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,Y,,,N,N,,,,,,,,,N,600,,,,,,2,deposited_data_files,n/a,STAR term for the name assigned to the saveframe.,?,?,Y,Y,Y,N,N,,,,?,I,V,,,,,I,I,,,,,?,0,Deposited_data_files,Sf_framecode,?,?,N,,Y,N,framecode,,,,,STAR term for the name assigned to the saveframe.,,N,,?,,,,,,,,?,?,?
610,deposited_data_files,N,R,1,entry_information,9,Deposited data files,_Deposited_data_files.Entry_ID,,,,,,Y,H,,B,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,Y,,,N,N,,Y,,Entry,ID,,,,N,610,,,,,,3,4567,Entry ID,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,_Entry.ID,,_Entry.ID,I,V,,,,,I,I,,,,,?,0,Deposited_data_files,Entry_ID,Y,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
620,deposited_data_files,N,R,1,entry_information,9,Deposited data files,_Deposited_data_files.Sf_ID,,,,,,Y,H,,B,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,Y,,,,,,,,N,620,,,,,,4,4,n/a,An integer value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,,,,?,I,I,,,,,I,I,,,,,?,0,Deposited_data_files,Sf_ID,?,?,N,,Y,N,int,,,,,An interger value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,,N,,?,,,,,,,,?,?,?
630,deposited_data_files,N,R,1,entry_information,9,Deposited data files,_Deposited_data_files.ID,,,,,,Y,H,,B,,,N,,,,,,ID,INTEGER,NOT NULL,Y,,,N,N,Y,Y,,,,,,,N,630,,,,,,5,1,n/a,An integer value that uniquely identifies a Deposited_data_files saveframe from all other Deposited_data_files saveframes in the entry.,?,?,Y,Y,N,N,N,,,,?,I,V,,,,,I,I,,,,,?,0,Deposited_data_files,ID,Y,?,N,,Y,N,int,,,,,Unique value identifying this saveframe of category deposited_data_files within an entry.,,N,,Y,,,,,,,,?,?,?
640,deposited_data_files,N,R,1,entry_information,9,Deposited data files,_Deposited_data_files.Atomic_coordinate_file_name,,,,,,Y,H,,M,,,N,,,,,,Atomic coordinate file name,VARCHAR(127),,Y,,,N,N,,,,,,,,,N,640,,,,,,0,/usr/pub/data/ferredoxin.pdb,Enter atomic coordinate file path and name,Enter the path and name for the file containing atomic coordinates that is being deposited.,?,?,Y,Y,N,N,N,,_Experiment.Name,,?,I,O,,,,,I,I,,,,,?,1,Deposited_data_files,Atomic_coordinate_file_name,?,?,N,,Y,N,line,,,,,Name for the file containing atomic coordinates uploaded to the databank.,,N,,?,,,,,,,,?,?,?
650,deposited_data_files,N,R,1,entry_information,9,Deposited data files,_Deposited_data_files.Atomic_coordinate_file_syntax,,,,,,Y,H,,M,,,Y,N,,,,,Atomic coordinate file syntax,VARCHAR(127),,Y,,,N,N,,,,,,,,,N,650,,,,,,0,PDB,Enter file format,Select the format used in the atomic coordinate file that is being uploaded. If the format is not listed$ select 'other'.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,?,1,Deposited_data_files,Atomic_coordinate_file_syntax,?,?,N,,Y,N,line,,,,,Syntax or format for the uploaded file containing atomic coordinates.,,N,,?,,,,,,,,?,?,?
660,deposited_data_files,N,R,1,entry_information,9,Deposited data files,_Deposited_data_files.Constraint_file_name,,,,,,Y,H,,M,,,N,,,,,,Constraint file name,VARCHAR(127),,Y,,,N,N,,,,,,,,,N,660,,,,,,0,/usr/pub/data/nmr_restraints.xpl,Enter constraints file path and name,Enter the path and name for the file containing atomic coordinates that is being deposited.,?,?,Y,Y,N,N,N,,_Experiment.Name,,?,I,O,,,,,I,I,,,,,?,1,Deposited_data_files,Constraint_file_name,?,?,N,,Y,N,line,,,,,Name for the file containing structural constraints uploaded to the databank.,,N,,?,,,,,,,,?,?,?
670,deposited_data_files,N,R,1,entry_information,9,Deposited data files,_Deposited_data_files.Constraint_file_syntax,,,,,,Y,H,,M,,,Y,N,,,,,Constraint file syntax,VARCHAR(127),,Y,,,N,N,,,,,,,,,N,670,,,,,,0,X-PLOR,Enter file format,Select the format used in the atomic coordinate file that is being uploaded. If the format is not listed$ select 'other'.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,?,1,Deposited_data_files,Constraint_file_syntax,?,?,N,,Y,N,line,,,,,Syntax or format for the uploaded file containing structural constraints.,,N,,?,,,,,,,,?,?,?
680,deposited_data_files,N,R,1,entry_information,9,Deposited data files,_Deposited_data_files.Precheck_flag,,,,,,Y,H,,B,,,N,,,,,,Precheck flag,BOOLEAN,,Y,,,N,N,,,,,,,,,N,680,,,,,,0,yes,Precheck,Precheck confirms that the data files you enter are in a format that can be automatically processed by our software. The format and required data items for coordinate files are described for the PDB and mmCIF formats. The precheck identifies any changes that need to be made in your data files in order to obtain a validation report or to deposit your structure.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,?,1,Deposited_data_files,Precheck_flag,?,?,N,,Y,N,yes_no,,,,,Flag indicating the choice of executing a precheck on the atomic coordinate file by the depositor.,,N,,?,,,,,,,,?,?,?
690,deposited_data_files,N,R,1,entry_information,9,Deposited data files,_Deposited_data_files.Validate_flag,,,,,,Y,H,,B,,,N,,,,,,Validate flag,BOOLEAN,,Y,,,N,N,,,,,,,,,N,690,,,,,,0,no,Validate,The validation check creates a validation report for the structure which includes an RCSB Atlas page$ a validation report with stereochemical checks$ and$ depending on the type and content of the files uploaded$ produces Procheck and NUCheck reports. The validation may take a few minutes depending on the size of your structure$ so please be patient.,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,?,1,Deposited_data_files,Validate_flag,?,?,N,,Y,N,yes_no,,,,,Flag indicating the choice of executing a validation procedure on the atomic coordinate file indicated by the depositor.,,N,,?,,,,,,,,?,?,?
700,deposited_data_files,N,T6,1,entry_information,9,Upload data,_Upload_data.Data_file_ID,,,,,,Y,H,,B,,,N,,,,,,Data file ID,INTEGER,NOT NULL,Y,,,Y,N,,Y,,,,,,,Y,10,,,,,,6,5,Deposited data files ID,Unique code assigned to the file being uploaded by the depositor and that contains data that will be incorporated into this entry.,13000,1,Y,Y,N,N,N,,,,?,I,V,,,,,I,I,,,,,?,0,Upload_data,Data_file_ID,Y,?,N,,Y,N,int,,,,,Unique code assigned to the file being uploaded by the depositor and that contains data that will be incorporated into this entry.,,N,,?,,,,,,,,?,?,?
710,deposited_data_files,N,T6,1,entry_information,9,Upload data,_Upload_data.Data_file_name,,,,,,Y,N,,B,,,N,,,,,,Data file name,VARCHAR(127),NOT NULL,Y,,,N,N,,,,,,,,,Y,20,,19,,,,0,/usr/pub/data/bmrb_entry/t1_relaxation_1.txt,Data file path and name,Provide the directory path and file name for the data file that is to be uploaded.,13010,1,Y,Y,N,N,N,,_Experiment.Name,,?,I,V,,,,,I,I,,,,,?,1,Upload_data,Data_file_name,?,?,N,,Y,N,line,,,,,The directory path and file name for the data file that is to be uploaded.,,N,,?,,,,,,,,?,?,?
720,deposited_data_files,N,T6,1,entry_information,9,Upload data,_Upload_data.Data_file_content_type,,,,,,Y,Y,,B,,,Y,N,,,,,Data file content type,VARCHAR(127),NOT NULL,Y,,,N,N,,,,,,,,,Y,30,,,,,,0,T1 relaxation,Data file content description,Select the kinds of data included in the uploaded file.,?,?,Y,Y,N,N,N,,,,?,I,V,,,,,I,I,,,,,?,1,Upload_data,Data_file_content_type,?,?,N,,Y,N,line,,,,,Brief description of the kinds of data contained in the file.,,N,,?,,,,,,,,?,?,?
730,deposited_data_files,N,T6,1,entry_information,9,Upload data,_Upload_data.Data_file_Sf_category,,,,,,Y,H,,B,,,Y,N,,,,,Data file Sf category,VARCHAR(127),,Y,,,N,N,,,,,,,,,Y,40,,,,,,0,?,n/a,Select the type of experimental data contained in the file that is being uploaded.,13030,1,Y,Y,N,N,N,,,,?,I,V,,,,,I,I,,,,,?,1,Upload_data,Data_file_Sf_category,?,?,N,,Y,N,code,,,,,The type of data contained in the file that is to be uploaded.,,N,,?,,,,,,,,?,?,?
740,deposited_data_files,N,T6,1,entry_information,9,Upload data,_Upload_data.Data_file_syntax,,,,,,Y,N,,B,,,Y,N,,,,,Data file syntax,VARCHAR(127),,Y,,,N,N,,,,,,,,,Y,50,,,,,,0,NMR-STAR v3,Data file format,Select the syntax or format of the file that is being uploaded (NMR-STAR$ PDB$ mmCIF$ etc.).,13020,1,Y,Y,N,N,N,,,,?,I,V,,,,,I,I,,,,,?,1,Upload_data,Data_file_syntax,?,?,N,,Y,N,line,,,,,The syntax or format of the file that is uploaded.,,N,,?,,,,,,,,?,?,?
750,deposited_data_files,N,T6,1,entry_information,9,Upload data,_Upload_data.Data_file_immutable_flag,,,,,,Y,H,,B,,,N,,,,,,Data file immutable flag,BOOLEAN,,Y,,,N,N,,,,,,,,,Y,60,,,,,,0,yes,n/a,?,?,?,Y,Y,N,N,N,,,,?,I,O,,,,,I,I,,,,,?,0,Upload_data,Data_file_immutable_flag,?,?,N,,Y,N,yes_no,,,,,A flag used during the deposition process to indicate that an uploaded file cannot be changed without reapplying the validation procedures.,,N,,?,,,,,,,,?,?,?
760,deposited_data_files,N,T6,1,entry_information,9,Upload data,_Upload_data.Sf_ID,,,,,,Y,H,,B,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,Deposited_data_files,Sf_ID,,,,Y,70,,,,,,4,4,n/a,Pointer to '_Deposited_data_files.Sf_ID',?,?,Y,Y,N,N,N,,_Deposited_data_files.Sf_ID,,_Deposited_data_files.Sf_ID,I,I,,,,,I,I,,,,,?,0,Upload_data,Sf_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Deposited_data_files.Sf_ID',,N,,?,,,,,,,,?,?,?
770,deposited_data_files,N,T6,1,entry_information,9,Upload data,_Upload_data.Entry_ID,,,,,,Y,H,,B,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,Y,,,N,N,,Y,,Deposited_data_files,Entry_ID,,,,Y,80,,,,,,3,4567,n/a,Pointer to '_Entry.ID',13810,1,Y,Y,N,N,N,,_Entry.ID,,_Entry.ID,I,V,,,,,V,V,,,,,?,0,Upload_data,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
780,deposited_data_files,N,T6,1,entry_information,9,Upload data,_Upload_data.Deposited_data_files_ID,,,,,,Y,H,,B,,,N,,,,,,Deposited data files ID,INTEGER,NOT NULL,Y,,,N,N,,Y,,Deposited_data_files,ID,,,,Y,90,,,,,,5,1,n/a,Pointer to '_Deposited_data_files.ID',?,?,Y,Y,N,N,N,,_Deposited_data_files.ID,,_Deposited_data_files.ID,I,V,,,,,I,I,,,,,?,0,Upload_data,Deposited_data_files_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Deposited_data_files.ID',,N,,Y,,,,,,,,?,?,?
790,study_list,Y,R,1,entry_information,10,Study list,_Study_list.Sf_category,,,,,,Y,H,,B,,,N,,,,,,Sf category,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,700,,,,,,1,study,Sf category,Category assigned to the information in the saveframe.,?,?,Y,Y,N,Y,N,,,,?,M,M,,,,,M,M,,,,,?,0,Study_list,Sf_category,?,?,N,,Y,N,code,,,,,Category assigned to the information in the saveframe.,,N,,?,,,,,,,,?,?,?
800,study_list,Y,R,1,entry_information,10,Study list,_Study_list.Sf_framecode,,,,,,Y,H,,B,,,N,,,,,,Sf framecode,VARCHAR(127),NOT NULL,,,,N,N,,,,,,,,,N,710,,,,,,2,study,Study list label,Character string that is unique to the saveframe within the data block defined by a specific entry.  The character string names the saveframe and may be used to reference or to point to the saveframe later in the data block.,?,?,Y,Y,Y,N,N,,,,?,M,M,,,,,M,M,,,,,?,0,Study_list,Sf_framecode,?,?,N,,Y,N,framecode,,,,,Character string that is unique to the saveframe within the data block defined by a specific entry.  The character string names the saveframe and may be used to reference or to point to the saveframe later in the data block.,,N,,?,,,,,,,,?,?,?
810,study_list,Y,R,1,entry_information,10,Study list,_Study_list.Entry_ID,,,,,,Y,H,,B,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,N,720,,,,,,3,4567,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,_Entry.ID,,_Entry.ID,M,M,,,,,M,M,,,,,?,0,Study_list,Entry_ID,Y,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,,,,,,,,?,?,?
820,study_list,Y,R,1,entry_information,10,Study list,_Study_list.Sf_ID,,,,,,Y,H,,B,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,Y,,,,,,,,N,730,,,,,,4,32,n/a,An integer value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?,?,Y,Y,N,N,N,,,,?,I,I,,,,,I,I,,,,,?,0,Study_list,Sf_ID,?,?,N,,Y,N,int,,,,,An interger value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,,N,,?,,,,,,,,?,?,?
